688,908,20
638,708,21
832,872,21
928,292,21
1292,678,21
638,302,19
232,878,19
228,242,20
1708,648,25
948,692,19
1802,558,19
748,438,20
1562,908,19
1212,422,21
1508,322,21
1802,198,21
1582,768,25
1258,912,23
218,548,24
478,412,24
